,МАРКА_rare,МАРКА_Э76ХФ,МАРКА_Э90ХАФ,ПРОФИЛЬ_rare,ПРОФИЛЬ_Р65,t вып-обр,t обработка,t под током,t продувка,ПСН гр.,чист расход C,чист расход Cr,чист расход Mn,чист расход Si,чист расход V,температура первая,температура последняя,Ar (интенс.),эл. энергия (интенс.),произв жидкая сталь,расход газ Ar,сыпуч известь РП,сыпуч кокс пыль УСТК,сыпуч  кокс. мелочь КМ1,сыпуч  шпат плав.,ферспл CaC2,ферспл  FeV-80,ферспл  Mn5Si65Al0.5,ферспл SiMn18,ферспл  фх850А,эл. энергия,химсталь первый Al_1,химсталь первый C_1,химсталь первый Cr_1,химсталь первый Cu_1,химсталь первый Mn_1,химсталь первый Mo_1,химсталь первый N_1,химсталь первый Ni_1,химсталь первый P_1,химсталь первый S_1,химсталь первый Si_1,химсталь первый Ti_1,химсталь первый V_1,химсталь последний Al,химсталь последний C,химсталь последний Ca,химсталь последний Cr,химсталь последний Cu,химсталь последний Mn,химсталь последний Mo,химсталь последний N,химсталь последний Ni,химсталь последний P,химсталь последний S,химсталь последний Si,химсталь последний Ti,химсталь последний V,химшлак первый Al2O3_1,химшлак первый CaO_1,химшлак первый FeO_1,химшлак первый MgO_1,химшлак первый MnO_1,химшлак первый R_1,химшлак первый SiO2_1,химшлак последний Al2O3,химшлак последний CaO,химшлак последний FeO,химшлак последний MgO,химшлак последний MnO,химшлак последний R,химшлак последний SiO2
1140,0,1,0,0,1,12.0,51.4,22.35,51.4,3.2046384999999997,0.499775,0.158721,0.1013385,0.128179,0.04171969999999999,1571.0,1606.0,12.586922099999999,13822.8187919,113.9,21.174,0.076,0.05,0.541,0.075,0.02,0.0523,0.157,0.151,0.27699999999999997,5149.0,0.002,0.39,0.285,0.084,0.6940000000000001,0.005,0.009000000000000001,0.06,0.009000000000000001,0.019,0.45899999999999996,0.002,0.002,0.003,0.775,0.0003,0.415,0.084,0.7829999999999999,0.005,0.011000000000000001,0.061,0.01,0.013000000000000001,0.5579999999999999,0.003,0.038,4.113897089835528,53.6,0.9,11.2,0.22,2.3,22.70491353859137,,52.9,1.0,11.4,0.21,2.1,
1141,0,1,0,0,1,11.0,45.7333333,26.566666700000003,45.7333333,3.0142197,0.476225,0.169035,0.0757005,0.117565,0.0408829,1542.0,1606.0,16.708961,12911.6687578,116.9,25.328000000000003,0.076,0.05,0.511,0.037000000000000005,0.02,0.051251,0.151,0.11199999999999999,0.295,5717.0,0.002,0.391,0.28,0.10099999999999999,0.7170000000000001,0.006,0.009000000000000001,0.10300000000000001,0.011000000000000001,0.019,0.45399999999999996,0.002,0.003,0.003,0.759,0.0003,0.41700000000000004,0.10099999999999999,0.7879999999999999,0.006,0.01,0.10300000000000001,0.012,0.015,0.564,0.004,0.037000000000000005,4.113897089835528,46.9,1.6,8.0,0.24,2.4,22.70491353859137,,51.4,0.4,5.7,0.08,2.4,
1142,0,1,0,0,1,8.0,46.3833333,21.0,46.3833333,3.3037366,0.440725,0.166743,0.091343,0.11843800000000002,0.039440699999999995,1568.0,1614.0,12.076751699999999,13300.0,110.4,18.672,0.1321788260167713,0.05,0.467,0.035,0.02,0.049443,0.146,0.136,0.29100000000000004,4655.0,0.002,0.418,0.278,0.096,0.703,0.006,0.01,0.066,0.01,0.02,0.467,0.002,0.002,0.003,0.778,0.0003,0.41700000000000004,0.096,0.79,0.005,0.012,0.066,0.011000000000000001,0.013999999999999999,0.562,0.003,0.038,4.113897089835528,54.5,0.8,13.6,0.4,2.3,22.70491353859137,,50.8,0.5,8.0,0.15,2.2,
1143,0,1,0,0,1,12.0,56.4,26.5,56.4,2.0,0.494295,0.149553,0.125744,0.141704,0.0425565,1543.0,1588.0,15.218002199999999,13188.6792453,116.5,26.956999999999997,0.065,0.05,0.5349999999999999,0.036000000000000004,0.02,0.053349,0.16799999999999998,0.188,0.261,5825.0,0.002,0.38299999999999995,0.293,0.09300000000000001,0.687,0.013000000000000001,0.009000000000000001,0.121,0.009000000000000001,0.02,0.455,0.002,0.002,0.003,0.76,0.0002,0.41700000000000004,0.098,0.792,0.013000000000000001,0.012,0.125,0.01,0.018000000000000002,0.564,0.003,0.038,4.113897089835528,55.8,1.2,10.4,0.23,2.4,22.70491353859137,,50.1,0.3,12.3,0.11,2.1,
1144,0,1,0,0,1,29.0,43.2,22.033333300000002,43.2,3.7370959999999998,0.46885,0.16960799999999998,0.0963505,0.110049,0.039988699999999995,1558.0,1589.0,17.8672131,12736.1573374,112.6,25.430999999999997,0.1321788260167713,0.05,0.501,0.035,0.02,0.05013,0.131,0.14400000000000002,0.29600000000000004,4677.0,0.002,0.409,0.275,0.09300000000000001,0.6990000000000001,0.008,0.011000000000000001,0.07400000000000001,0.009000000000000001,0.018000000000000002,0.47100000000000003,0.002,0.002,0.003,0.769,0.0004,0.415,0.092,0.782,0.006999999999999999,0.013000000000000001,0.075,0.01,0.013999999999999999,0.5710000000000001,0.003,0.037000000000000005,4.113897089835528,57.6,0.2,12.0,0.16,2.2,22.70491353859137,,46.4,0.8,6.3,0.1,2.2,
1145,0,1,0,0,1,26.0,52.0166667,27.8333333,52.0166667,3.4220892999999997,0.585495,0.15299100000000002,0.09466849999999999,0.094081,0.04189280000000001,1561.0,1591.0,14.0261851,12774.6107784,116.7,24.164,0.1321788260167713,0.307,0.426,0.07,0.02,0.052516999999999994,0.107,0.142,0.267,5926.0,0.002,0.361,0.292,0.107,0.703,0.01,0.009000000000000001,0.10099999999999999,0.01,0.022000000000000002,0.467,0.002,0.002,0.003,0.7559999999999999,0.0002,0.413,0.107,0.7829999999999999,0.009000000000000001,0.012,0.10099999999999999,0.011000000000000001,0.018000000000000002,0.557,0.004,0.037000000000000005,4.113897089835528,53.9,0.7,9.4,0.33,2.5,22.70491353859137,,57.9,1.0,6.7,0.1,2.5,
1146,0,1,0,0,1,31.0,40.3333333,20.5166667,40.3333333,3.0,0.521565,0.155283,0.113799,0.132098,0.0420372,1553.0,1592.0,16.0980992,13715.678310299998,116.7,21.643,0.1321788260167713,0.24100000000000002,0.40299999999999997,0.045,0.02,0.052698,0.158,0.17,0.271,4690.0,0.002,0.37,0.293,0.107,0.696,0.008,0.01,0.085,0.01,0.021,0.44799999999999995,0.002,0.002,0.003,0.779,0.0003,0.418,0.107,0.7959999999999999,0.008,0.013000000000000001,0.084,0.01,0.016,0.578,0.004,0.038,4.113897089835528,57.1,0.8,10.3,0.21,2.4,22.70491353859137,,58.2,0.2,7.0,0.07,2.3,
1147,0,1,0,0,1,27.0,40.6833333,21.85,40.6833333,4.0883555,0.46311499999999994,0.15642899999999998,0.1314725,0.108921,0.0394694,1541.0,1585.0,14.042359699999999,13507.551487399998,110.3,19.043,0.081,0.05,0.495,0.047,0.02,0.049479,0.115,0.198,0.273,4919.0,0.002,0.38799999999999996,0.282,0.099,0.6629999999999999,0.008,0.01,0.083,0.009000000000000001,0.024,0.46399999999999997,0.002,0.002,0.003,0.753,0.0003,0.41700000000000004,0.098,0.792,0.008,0.013000000000000001,0.083,0.01,0.017,0.5710000000000001,0.003,0.038,4.113897089835528,49.7,0.4,11.0,0.24,2.3,22.70491353859137,,55.0,0.5,13.7,0.22,2.1,
1148,0,1,0,0,1,18.0,46.2,22.3833333,46.2,3.0,0.46348999999999996,0.151272,0.0634415,0.122109,0.04171969999999999,1600.0,1596.0,9.7064935,12553.090096799999,116.6,14.948,0.08,0.05,0.499,0.057999999999999996,0.02,0.0523,0.163,0.09300000000000001,0.264,4683.0,0.002,0.424,0.298,0.10800000000000001,0.728,0.008,0.009000000000000001,0.07400000000000001,0.015,0.023,0.461,0.002,0.002,0.003,0.779,0.0004,0.41700000000000004,0.105,0.7809999999999999,0.006999999999999999,0.011000000000000001,0.07400000000000001,0.013999999999999999,0.02,0.5660000000000001,0.003,0.037000000000000005,4.113897089835528,54.8,0.8,13.6,0.12,2.6,22.70491353859137,,57.3,0.5,8.1,0.13,2.1,
1149,0,1,0,0,1,23.0,41.35,22.15,41.35,3.0,0.4757,0.163878,0.13576300000000002,0.097756,0.0395563,1549.0,1586.0,15.169044699999999,13549.4356659,112.1,20.908,0.081,0.05,0.509,0.059000000000000004,0.02,0.049588,0.096,0.205,0.28600000000000003,5002.0,0.002,0.40299999999999997,0.282,0.10400000000000001,0.664,0.009000000000000001,0.011000000000000001,0.09,0.009000000000000001,0.024,0.47600000000000003,0.002,0.003,0.003,0.785,0.0002,0.41700000000000004,0.10300000000000001,0.7829999999999999,0.008,0.012,0.091,0.01,0.018000000000000002,0.5579999999999999,0.003,0.038,4.113897089835528,50.2,1.0,10.1,0.24,2.4,22.70491353859137,,47.4,0.5,8.9,0.21,2.3,
1150,0,1,0,0,1,19.0,47.5666667,21.5666667,47.5666667,3.0,0.455,0.123768,0.0653095,0.14588900000000002,0.040104400000000005,1572.0,1580.0,8.3188507,12132.6120556,112.6,13.19,0.11599999999999999,0.466,0.134,0.06,0.02,0.050275,0.19899999999999998,0.095,0.21600000000000003,4361.0,0.002,0.44,0.317,0.098,0.727,0.006,0.009000000000000001,0.065,0.012,0.022000000000000002,0.46,0.002,0.002,0.003,0.7609999999999999,0.0006,0.41600000000000004,0.095,0.784,0.006,0.011000000000000001,0.065,0.012,0.02,0.569,0.003,0.038,4.113897089835528,57.1,1.0,10.4,0.38,2.5,22.70491353859137,,53.5,0.8,11.1,0.28,2.3,
1151,0,1,0,0,1,26.0,42.35,19.6833333,42.35,3.0,0.39665500000000004,0.138093,0.06041849999999999,0.104495,0.041200400000000005,1571.0,1582.0,14.400708400000001,13067.9085521,115.2,20.329,0.079,0.05,0.419,0.057999999999999996,0.02,0.051649,0.13699999999999998,0.08900000000000001,0.24100000000000002,4287.0,0.002,0.48,0.304,0.1,0.733,0.006,0.009000000000000001,0.08199999999999999,0.012,0.019,0.47700000000000004,0.003,0.003,0.003,0.777,0.0005,0.41700000000000004,0.1,0.7879999999999999,0.005,0.011000000000000001,0.08199999999999999,0.013000000000000001,0.016,0.574,0.003,0.038,4.113897089835528,55.5,0.5,11.1,0.2,2.4,22.70491353859137,,57.8,0.5,7.6,0.1,2.3,
1152,0,1,0,0,1,21.0,40.6833333,16.3166667,40.6833333,2.5929648,0.30543000000000003,0.128352,0.0385205,0.114271,0.038402099999999995,1594.0,1595.0,19.4183392,11366.292134799998,110.2,26.177,0.1321788260167713,0.05,0.309,0.045,0.02,0.048141,0.161,0.055,0.22399999999999998,3091.0,0.002,0.5329999999999999,0.308,0.08800000000000001,0.7609999999999999,0.006,0.009000000000000001,0.063,0.013000000000000001,0.016,0.479,0.002,0.003,0.003,0.7709999999999999,0.0006,0.41600000000000004,0.087,0.792,0.005,0.01,0.063,0.013000000000000001,0.012,0.5720000000000001,0.003,0.037000000000000005,4.113897089835528,55.6,0.7,14.6,0.17,2.4,22.70491353859137,,54.6,0.9,11.3,0.18,2.4,
1153,0,1,0,0,1,18.0,43.3666667,29.4,43.3666667,4.4837434,0.32565500000000003,0.158163,0.09664500000000001,0.12241800000000001,0.040450599999999996,1503.0,1583.0,13.1805999,13600.0,115.4,18.797,0.1321788260167713,0.05,0.326,0.057,0.02,0.050709,0.15,0.14400000000000002,0.27899999999999997,6664.0,0.002,0.536,0.287,0.083,0.701,0.006999999999999999,0.009000000000000001,0.07,0.008,0.018000000000000002,0.466,0.002,0.003,0.002,0.775,0.0003,0.41700000000000004,0.086,0.784,0.006,0.01,0.071,0.009000000000000001,0.015,0.547,0.003,0.037000000000000005,4.113897089835528,57.9,0.7,16.2,0.2,2.7,22.70491353859137,,56.7,1.0,13.8,0.15,2.5,
1154,0,1,0,0,1,12.0,44.55,17.716666699999998,44.55,2.4026946,0.42523999999999995,0.15707000000000002,0.097459,0.10192999999999999,0.0404793,1601.0,1587.0,13.7824916,12296.8955786,111.5,20.467,0.079,0.05,0.449,0.057,0.02,0.050745,0.11800000000000001,0.146,0.278,3631.0,0.002,0.434,0.282,0.092,0.7,0.006,0.009000000000000001,0.063,0.008,0.016,0.47,0.002,0.002,0.004,0.779,0.0008,0.41700000000000004,0.092,0.795,0.005,0.012,0.064,0.01,0.013999999999999999,0.573,0.003,0.037000000000000005,4.113897089835528,58.4,0.4,12.3,0.1,2.6,22.70491353859137,,55.9,1.0,7.4,0.1,2.2,
1155,0,1,0,0,1,8.0,40.533333299999995,20.1833333,40.533333299999995,2.6488706000000004,0.14681,0.15707000000000002,0.077065,0.065522,0.0378541,1555.0,1591.0,8.745394699999999,12946.3253509,112.7,11.815999999999999,0.1321788260167713,0.05,0.106,0.059000000000000004,0.02,0.047454,0.07,0.11599999999999999,0.278,4355.0,0.003,0.665,0.28300000000000003,0.08800000000000001,0.71,0.01,0.009000000000000001,0.08199999999999999,0.011000000000000001,0.017,0.496,0.003,0.004,0.003,0.7929999999999999,0.0006,0.415,0.087,0.778,0.009000000000000001,0.008,0.08199999999999999,0.011000000000000001,0.016,0.55,0.004,0.036000000000000004,4.113897089835528,57.9,0.5,11.5,0.11,2.6,22.70491353859137,,50.3,0.9,6.6,0.1,2.4,
1156,0,1,0,0,1,7.0,44.85,19.8333333,44.85,3.0,0.427825,0.179105,0.1533045,0.12371099999999999,0.0421816,1584.0,1587.0,12.6046823,13114.285714299998,116.2,18.844,0.1321788260167713,0.05,0.446,0.055,0.02,0.052878999999999995,0.129,0.231,0.317,4335.0,0.002,0.447,0.26899999999999996,0.091,0.654,0.006999999999999999,0.009000000000000001,0.068,0.006,0.016,0.462,0.002,0.002,0.003,0.713,0.00031917001769339907,0.41,0.092,0.7859999999999999,0.006,0.01,0.07,0.006999999999999999,0.013000000000000001,0.5589999999999999,0.003,0.037000000000000005,4.113897089835528,61.7,0.5,8.5,0.09,2.8,22.70491353859137,,55.5,1.0,6.7,0.1,2.5,
1157,0,1,0,0,1,8.0,42.716666700000005,19.75,42.716666700000005,3.4202056000000005,0.38150500000000004,0.16780499999999998,0.12387999999999999,0.090754,0.040450599999999996,1580.0,1593.0,14.675766000000001,12288.6075949,111.0,20.489,0.1321788260167713,0.05,0.392,0.046,0.02,0.050709,0.09,0.187,0.297,4045.0,0.002,0.47700000000000004,0.27699999999999997,0.099,0.6890000000000001,0.006999999999999999,0.009000000000000001,0.08,0.009000000000000001,0.018000000000000002,0.489,0.002,0.002,0.005,0.765,0.0005,0.418,0.098,0.799,0.006,0.01,0.08,0.01,0.013999999999999999,0.573,0.004,0.038,4.113897089835528,60.7,0.3,11.0,0.09,2.8,22.70491353859137,,50.7,0.5,7.5,0.09,2.6,
1158,0,1,0,0,1,4.0,50.3666667,22.8,50.3666667,3.6273937999999997,0.506055,0.159895,0.158707,0.186588,0.0424703,1580.0,1590.0,11.6740471,12605.263157899999,116.7,19.567,0.094,0.05,0.546,0.05472961086294361,0.02,0.053241,0.22399999999999998,0.237,0.28300000000000003,4790.0,0.001,0.396,0.29,0.10099999999999999,0.65,0.006999999999999999,0.01,0.069,0.008,0.02,0.414,0.001,0.002,0.003,0.767,0.0004,0.42,0.10099999999999999,0.795,0.006,0.012,0.069,0.009000000000000001,0.017,0.56,0.003,0.037000000000000005,4.113897089835528,48.9,2.5,16.2,0.84,2.1,22.70491353859137,,56.2,0.6,11.6,0.13,2.2,
1159,1,0,0,1,0,10.0,45.85,26.2,45.85,3.8074324,0.43586,0.11769215213326534,0.184605,0.126108,0.05136576458400781,1601.0,1638.0,18.138058899999997,13151.9083969,109.3,27.721,0.10800000000000001,0.05,0.488,0.05472961086294361,0.02,0.061368273668878814,0.12,0.27899999999999997,0.20803892578616365,5743.0,0.001,0.36,0.063,0.07200000000000001,0.7979999999999999,0.006,0.009000000000000001,0.064,0.01,0.018000000000000002,0.233,0.001,0.002,0.003,0.685,0.0007,0.063,0.071,0.96,0.006,0.011000000000000001,0.064,0.011000000000000001,0.013000000000000001,0.337,0.002,0.002,4.113897089835528,57.5,0.7,10.1,0.15,2.4,22.70491353859137,,56.6,0.5,7.6,0.17,2.1,
1160,1,0,0,1,0,8.0,51.4,23.0166667,51.4,3.7835224999999997,0.36141,0.11769215213326534,0.21429299999999998,0.170132,0.05136576458400781,1586.0,1616.0,11.3830609,13120.057929,112.7,19.152,0.1321788260167713,0.05,0.395,0.05472961086294361,0.02,0.061368273668878814,0.17600000000000002,0.32299999999999995,0.20803892578616365,5033.0,0.001,0.435,0.066,0.075,0.777,0.004,0.009000000000000001,0.051,0.009000000000000001,0.016,0.20800000000000002,0.001,0.002,0.002,0.684,0.0004,0.067,0.066,0.958,0.004,0.01,0.049,0.009000000000000001,0.015,0.34,0.002,0.002,4.113897089835528,59.2,0.7,11.7,0.16,2.5,22.70491353859137,,53.3,0.3,13.2,0.12,2.1,
1164,1,0,0,1,0,24.0,48.2,27.233333299999998,48.2,3.7907252999999996,0.36034,0.11769215213326534,0.205623,0.161386,0.05136576458400781,1543.0,1601.0,17.028834200000002,13296.2056304,113.1,26.74,0.09699999999999999,0.05,0.39399999999999996,0.069,0.02,0.061368273668878814,0.166,0.31,0.20803892578616365,6035.0,0.002,0.444,0.073,0.085,0.7829999999999999,0.004,0.011000000000000001,0.055999999999999994,0.009000000000000001,0.018000000000000002,0.212,0.001,0.002,0.004,0.682,0.0005,0.07400000000000001,0.084,0.9620000000000001,0.004,0.011000000000000001,0.055999999999999994,0.011000000000000001,0.015,0.377,0.003,0.002,4.113897089835528,62.0,0.4,8.2,0.18,2.7,22.70491353859137,,56.5,0.4,11.8,0.17,2.1,
1165,1,0,0,1,0,26.0,43.2,19.3166667,43.2,3.4323062999999996,0.29531,0.11769215213326534,0.1720435,0.172623,0.05136576458400781,1581.0,1610.0,10.7794245,12930.8024159,112.0,15.193,0.08900000000000001,0.05,0.315,0.040999999999999995,0.02,0.061368273668878814,0.19699999999999998,0.258,0.20803892578616365,4163.0,0.001,0.48,0.07400000000000001,0.092,0.82,0.005,0.009000000000000001,0.055,0.012,0.017,0.209,0.001,0.002,0.002,0.691,0.0008,0.075,0.091,0.97,0.005,0.012,0.054000000000000006,0.012,0.015,0.35100000000000003,0.002,0.002,4.113897089835528,57.5,0.5,13.6,0.23,2.5,22.70491353859137,,59.3,0.8,4.3,0.15,2.4,
1167,1,0,0,1,0,24.0,46.3666667,17.3,46.3666667,3.4193237,0.39355,0.11769215213326534,0.257469,0.12454000000000001,0.040967,1605.0,1605.0,16.379836800000003,12690.1734104,111.5,25.093000000000004,0.1321788260167713,0.05,0.433,0.036000000000000004,0.02,0.051432000000000005,0.08800000000000001,0.391,0.20803892578616365,3659.0,0.002,0.41,0.079,0.1,0.703,0.006,0.011000000000000001,0.063,0.011000000000000001,0.018000000000000002,0.225,0.001,0.002,0.003,0.7170000000000001,0.0009,0.08,0.1,0.9359999999999999,0.005,0.012,0.062,0.012,0.012,0.33299999999999996,0.002,0.038,4.113897089835528,53.9,0.4,9.0,0.18,2.6,22.70491353859137,,54.6,0.6,8.8,0.17,2.4,
1168,1,0,0,1,0,26.0,45.8666667,18.0,45.8666667,3.0,0.35723,0.11769215213326534,0.18170999999999998,0.08653200000000001,0.0427364,1602.0,1609.0,14.7223881,13076.6666667,115.9,22.468000000000004,0.1321788260167713,0.05,0.391,0.039,0.02,0.053891999999999995,0.06,0.276,0.20803892578616365,3923.0,0.002,0.474,0.094,0.109,0.6829999999999999,0.006,0.01,0.065,0.012,0.019,0.242,0.001,0.002,0.003,0.725,0.0005,0.094,0.109,0.836,0.005,0.012,0.065,0.012,0.015,0.314,0.002,0.038,4.113897089835528,49.4,0.8,12.0,0.3,2.5,22.70491353859137,,50.5,0.6,12.4,0.27,2.4,
1169,1,0,0,1,0,32.0,43.2,25.2,43.2,3.0777262000000003,0.37753000000000003,0.11769215213326534,0.210154,0.105646,0.0413018,1551.0,1597.0,13.606944400000001,12854.7619048,111.8,19.594,0.139,0.05,0.415,0.042,0.02,0.052083000000000004,0.078,0.319,0.20803892578616365,5399.0,0.002,0.409,0.07400000000000001,0.11699999999999999,0.647,0.008,0.012,0.075,0.006999999999999999,0.022000000000000002,0.205,0.001,0.002,0.003,0.713,0.0003,0.075,0.115,0.8290000000000001,0.006999999999999999,0.013000000000000001,0.07400000000000001,0.008,0.016,0.294,0.002,0.037000000000000005,4.113897089835528,56.5,1.1,13.8,0.6,2.8,22.70491353859137,,58.5,0.4,6.6,0.1,2.6,
1170,1,0,0,1,0,28.0,51.9,22.716666699999998,51.9,4.1313096,0.3886,0.11769215213326534,0.1757295,0.136069,0.040671399999999996,1570.0,1604.0,11.6355803,14130.5942773,113.3,18.604,0.087,0.05,0.43,0.076,0.02,0.051288,0.139,0.265,0.20803892578616365,5350.0,0.002,0.424,0.085,0.098,0.6779999999999999,0.006999999999999999,0.011000000000000001,0.065,0.009000000000000001,0.024,0.19699999999999998,0.001,0.002,0.003,0.725,0.0005,0.086,0.09699999999999999,0.833,0.006,0.013999999999999999,0.064,0.01,0.011000000000000001,0.3,0.002,0.037000000000000005,4.113897089835528,47.6,0.3,10.5,0.23,2.4,22.70491353859137,,54.2,0.3,14.5,0.12,2.3,
1173,0,1,0,0,1,9.0,79.7166667,33.716666700000005,79.7166667,2.3554687999999997,0.449725,0.136165,0.1796015,0.10732699999999999,0.0405849,1589.0,1617.0,8.3387832,12835.788433,109.7,22.158,0.14800000000000002,0.05,0.48,0.036000000000000004,0.02,0.051179,0.09300000000000001,0.272,0.24100000000000002,7213.0,0.001,0.42700000000000005,0.299,0.109,0.631,0.006,0.01,0.069,0.006999999999999999,0.019,0.469,0.001,0.002,0.002,0.792,0.0001,0.42200000000000004,0.11,0.7959999999999999,0.005,0.011000000000000001,0.069,0.008,0.016,0.5479999999999999,0.003,0.038,4.113897089835528,51.4,0.6,18.0,0.22,2.2,22.70491353859137,,54.3,0.8,15.3,0.15,2.2,
1174,0,1,0,0,1,44.0,46.2,25.283333300000002,46.2,2.6528384,0.442575,0.14294500000000002,0.15073499999999998,0.09780599999999999,0.0407285,1568.0,1611.0,10.562987,13764.007910299999,112.8,16.267,0.124,0.05,0.47100000000000003,0.06,0.02,0.05136,0.09,0.228,0.253,5800.0,0.002,0.423,0.294,0.10400000000000001,0.6579999999999999,0.006999999999999999,0.009000000000000001,0.08199999999999999,0.006999999999999999,0.015,0.49200000000000005,0.002,0.002,0.003,0.769,0.0004,0.415,0.10400000000000001,0.7859999999999999,0.006,0.011000000000000001,0.08199999999999999,0.008,0.013000000000000001,0.5589999999999999,0.003,0.037000000000000005,4.113897089835528,52.2,0.7,11.9,0.26,2.3,22.70491353859137,,49.0,0.6,21.8,0.22,2.4,
1175,0,1,0,0,1,43.0,46.3833333,29.5833333,46.3833333,2.7858672,0.46399999999999997,0.15933,0.135573,0.11711400000000001,0.0417895,1535.0,1594.0,11.8587855,13645.5211268,115.1,18.335,0.08,0.05,0.495,0.048,0.02,0.052698,0.126,0.204,0.282,6728.0,0.002,0.40399999999999997,0.28300000000000003,0.092,0.6729999999999999,0.005,0.01,0.061,0.006,0.015,0.47100000000000003,0.002,0.002,0.003,0.774,0.0003,0.418,0.096,0.792,0.005,0.011000000000000001,0.063,0.008,0.015,0.5670000000000001,0.003,0.037000000000000005,4.113897089835528,57.4,0.4,13.2,0.27,2.3,22.70491353859137,,54.5,0.7,14.2,0.15,2.2,
1176,0,1,0,0,1,38.0,42.8666667,26.9,42.8666667,2.7683167999999996,0.32066,0.0904,0.05139199999999999,0.080776,0.0397816,1513.0,1588.0,12.905832,14199.2565056,111.7,18.441,0.1321788260167713,0.05,0.33399999999999996,0.048,0.02,0.050166,0.10400000000000001,0.076,0.16,6366.0,0.002,0.504,0.34,0.098,0.737,0.006,0.006999999999999999,0.069,0.013000000000000001,0.02,0.473,0.002,0.003,0.004,0.752,0.0002,0.425,0.096,0.802,0.005,0.01,0.068,0.013999999999999999,0.013000000000000001,0.5760000000000001,0.004,0.037000000000000005,4.113897089835528,58.1,0.3,11.2,0.36,2.2,22.70491353859137,,54.3,0.6,10.2,0.14,2.1,
1177,0,1,0,0,1,30.0,41.8666667,18.05,41.8666667,2.0,0.45596499999999995,0.135035,0.098393,0.11382,0.0411012,1585.0,1589.0,19.0557038,13170.0831025,112.2,26.588,0.084,0.05,0.491,0.048,0.02,0.051829999999999994,0.136,0.147,0.239,3962.0,0.002,0.4,0.302,0.08900000000000001,0.6990000000000001,0.005,0.006999999999999999,0.057,0.011000000000000001,0.018000000000000002,0.474,0.002,0.002,0.003,0.777,0.0001,0.41600000000000004,0.08800000000000001,0.79,0.004,0.012,0.057,0.012,0.015,0.568,0.003,0.036000000000000004,4.113897089835528,48.1,0.5,7.7,0.18,2.2,22.70491353859137,,42.4,0.5,18.9,0.18,2.2,
1178,0,1,0,0,1,27.0,42.716666700000005,23.85,42.716666700000005,2.8712120999999997,0.39851,0.10848,0.0980985,0.101451,0.0409291,1547.0,1588.0,11.2319157,13516.981132100002,112.8,15.993,0.1321788260167713,0.05,0.425,0.06,0.02,0.051613,0.11699999999999999,0.147,0.192,5373.0,0.002,0.461,0.326,0.09699999999999999,0.711,0.006,0.008,0.065,0.012,0.021,0.484,0.002,0.003,0.003,0.746,0.0002,0.41700000000000004,0.09699999999999999,0.797,0.006,0.009000000000000001,0.067,0.013000000000000001,0.017,0.581,0.003,0.039,4.113897089835528,60.3,0.4,11.7,0.14,2.6,22.70491353859137,,49.2,0.4,4.5,0.06,2.4,
1179,0,1,0,0,1,17.0,43.8833333,17.033333300000002,43.8833333,2.9706026000000003,0.45791499999999996,0.121475,0.0969395,0.134787,0.0403272,1593.0,1589.0,12.725788099999999,13128.3757339,113.2,18.615,0.087,0.05,0.496,0.048,0.02,0.050854,0.16899999999999998,0.14400000000000002,0.215,3727.0,0.002,0.41200000000000003,0.313,0.107,0.698,0.006,0.008,0.069,0.011000000000000001,0.017,0.449,0.002,0.003,0.003,0.75,0.0002,0.41600000000000004,0.107,0.7859999999999999,0.005,0.011000000000000001,0.069,0.012,0.012,0.5760000000000001,0.003,0.036000000000000004,4.113897089835528,55.0,0.5,11.8,0.17,2.2,22.70491353859137,,56.2,0.4,10.5,0.26,2.2,
1180,0,1,0,0,1,13.0,48.216666700000005,26.0,48.216666700000005,3.4018968999999997,0.278515,0.118085,0.0998775,0.09415499999999999,0.0403272,1587.0,1622.0,8.389008,13615.384615399998,111.0,13.482999999999999,0.051,0.05,0.275,0.049,0.02,0.050854,0.105,0.15,0.209,5900.0,0.002,0.579,0.317,0.085,0.7070000000000001,0.005,0.006999999999999999,0.059000000000000004,0.011000000000000001,0.016,0.484,0.002,0.002,0.004,0.753,0.0002,0.419,0.085,0.794,0.004,0.008,0.059000000000000004,0.012,0.013999999999999999,0.585,0.003,0.036000000000000004,4.113897089835528,60.7,0.5,7.2,0.11,2.7,22.70491353859137,,58.5,0.5,4.8,0.06,2.7,
1181,0,1,0,0,1,19.0,47.6833333,28.3333333,47.6833333,3.4932821000000005,0.39337,0.12995,0.062340999999999994,0.075888,0.041416800000000004,1539.0,1610.0,9.4561342,13760.4705882,112.2,15.03,0.08199999999999999,0.05,0.41600000000000004,0.071,0.02,0.052228,0.092,0.09300000000000001,0.23,6498.0,0.002,0.46299999999999997,0.304,0.077,0.728,0.006,0.008,0.057,0.01,0.016,0.48200000000000004,0.002,0.003,0.004,0.774,0.0005,0.418,0.08,0.792,0.005,0.009000000000000001,0.057999999999999996,0.012,0.015,0.555,0.004,0.036000000000000004,4.113897089835528,61.5,0.6,7.7,0.17,2.8,22.70491353859137,,56.7,0.6,4.7,0.08,2.7,
