,МАРКА,t вып-обр,t обработка,t под током,t продувка,чист расход C,чист расход Cr,чист расход Mn,чист расход Si,чист расход V,температура первая,температура последняя,Ar (интенс.),эл. энергия (интенс.),произв жидкая сталь,произв количество обработок,расход газ Ar,сыпуч известь РП,сыпуч кокс пыль УСТК,сыпуч  кокс. мелочь КМ1,сыпуч  шпат плав.,ферспл CaC2,ферспл  FeV-80,ферспл  Mn5Si65Al0.5,ферспл SiMn18,ферспл  фх850А,эл. энергия,химсталь первый Al_1,химсталь первый C_1,химсталь первый Cr_1,химсталь первый Cu_1,химсталь первый Mn_1,химсталь первый Mo_1,химсталь первый N_1,химсталь первый Ni_1,химсталь первый P_1,химсталь первый S_1,химсталь первый Si_1,химсталь первый Ti_1,химсталь первый V_1,химсталь последний Al,химсталь последний C,химсталь последний Ca,химсталь последний Cr,химсталь последний Cu,химсталь последний Mn,химсталь последний Mo,химсталь последний N,химсталь последний Ni,химсталь последний P,химсталь последний S,химсталь последний Si,химсталь последний Ti,химсталь последний V,химшлак первый Al2O3_1,химшлак первый CaO_1,химшлак первый FeO_1,химшлак первый MgO_1,химшлак первый MnO_1,химшлак первый R_1,химшлак первый SiO2_1,химшлак последний Al2O3,химшлак последний CaO,химшлак последний FeO,химшлак последний MgO,химшлак последний MnO,химшлак последний R,химшлак последний SiO2,isna_SiO2,isna_Al2O3
1807,Э90ХАФ,7.0,43.533333299999995,18.65,43.3666667,0.511745,0.079524,0.15170699999999998,0.071373,0.0914492,1594.0,1587.0,16.243003400000003,13351.2064343,111.7,1.0,10.575999999999999,0.09300000000000001,0.05,0.568,0.11699999999999999,0.02,0.099826,0.051,0.23399999999999999,0.141,4150.0,0.002,0.446,0.22,0.102,0.662,0.006999999999999999,0.01,0.068,0.009000000000000001,0.024,0.46,0.001,0.002,0.003,0.835,0.0001,0.28800000000000003,0.10099999999999999,0.7979999999999999,0.005,0.015,0.067,0.01,0.019,0.5479999999999999,0.003,0.084,3.685039786998713,62.0,0.4,9.3,0.11,2.7,23.375405221771864,4.848580541763394,60.4,0.4,5.4,0.06,2.7,22.3064550347284,True,True
1808,Э90ХАФ,12.0,40.8666667,13.683333300000001,40.7333333,0.42081499999999994,0.099828,0.177673,0.098473,0.093054,1605.0,1587.0,12.8648881,12847.746650399999,113.6,1.0,8.305,0.041999999999999996,0.05,0.451,0.06,0.02,0.102105,0.083,0.273,0.177,2930.0,0.002,0.5379999999999999,0.203,0.094,0.642,0.006999999999999999,0.01,0.07400000000000001,0.008,0.021,0.449,0.002,0.002,0.003,0.85,0.0002,0.289,0.094,0.7929999999999999,0.005,0.013999999999999999,0.07400000000000001,0.009000000000000001,0.017,0.545,0.003,0.084,3.6009295960967567,61.2,0.3,8.3,0.09,2.7,22.903209213642796,4.7059323812042075,62.2,0.6,5.4,0.08,2.7,23.064233510506604,True,True
1810,Э90ХАФ,7.0,45.35,21.3666667,45.0,0.49317,0.102648,0.119723,0.065761,0.09034910000000002,1577.0,1580.0,7.8,13557.566302700001,111.7,1.0,6.928999999999999,0.052,0.05,0.542,0.145,0.02,0.099682,0.055,0.184,0.182,4828.0,0.002,0.45,0.19899999999999998,0.099,0.6890000000000001,0.006,0.01,0.067,0.01,0.023,0.46399999999999997,0.002,0.002,0.004,0.857,0.0002,0.287,0.099,0.792,0.004,0.013000000000000001,0.067,0.011000000000000001,0.02,0.546,0.003,0.08199999999999999,3.624553288518027,59.7,0.6,5.0,0.09,3.4,16.86804788489183,5.052684405954767,62.7,0.4,4.6,0.09,2.8,22.269565275267052,True,True
1811,Э90ХАФ,14.0,44.3666667,14.983333300000002,44.2333333,0.52964,0.07219199999999999,0.19030999999999998,0.097224,0.0889522,1609.0,1587.0,12.6708197,12565.9621802,107.5,1.0,8.588,0.15800000000000003,0.05,0.59,0.091,0.02,0.097186,0.076,0.293,0.128,3138.0,0.001,0.426,0.22399999999999998,0.11599999999999999,0.624,0.006999999999999999,0.011000000000000001,0.08,0.008,0.023,0.45399999999999996,0.001,0.002,0.003,0.8370000000000001,0.0003,0.29,0.11699999999999999,0.8,0.005,0.017,0.08,0.009000000000000001,0.013999999999999999,0.5429999999999999,0.002,0.084,3.660756602592934,56.0,1.3,9.4,0.12,2.3,24.21787205740678,4.682383828868962,61.0,0.9,6.0,0.09,2.6,23.6392484596426,True,True
1812,Э90ХАФ,21.0,45.8833333,21.5666667,45.716666700000005,0.53683,0.093624,0.160376,0.066552,0.0899059,1556.0,1579.0,16.0359712,14163.5239567,111.0,1.0,11.145,0.053,0.05,0.5960000000000001,0.075,0.02,0.09932,0.04,0.248,0.16599999999999998,5091.0,0.002,0.414,0.20600000000000002,0.08900000000000001,0.6579999999999999,0.006,0.01,0.064,0.008,0.019,0.486,0.002,0.002,0.003,0.865,0.0001,0.292,0.09,0.8079999999999999,0.005,0.018000000000000002,0.066,0.009000000000000001,0.019,0.5539999999999999,0.003,0.081,3.72578866165222,63.2,0.5,6.6,0.1,2.9,21.644783969491417,5.3197650254226625,67.2,0.4,5.6,0.06,3.0,22.120305832777262,True,True
1813,Э90ХАФ,29.0,44.05,19.716666699999998,43.9,0.426645,0.068244,0.075102,0.061398,0.0909272,1563.0,1575.0,11.3417722,12683.6855452,112.5,1.0,4.48,0.108,0.05,0.46799999999999997,0.064,0.02,0.100441,0.066,0.114,0.121,4168.0,0.003,0.488,0.226,0.079,0.731,0.006,0.011000000000000001,0.062,0.012,0.019,0.47200000000000003,0.002,0.003,0.004,0.875,0.0002,0.28800000000000003,0.079,0.7959999999999999,0.005,0.019,0.063,0.013999999999999999,0.016,0.5429999999999999,0.003,0.079,4.292317853936381,68.1,0.4,7.5,0.09,3.1,21.987187525786133,5.4888139148298825,67.2,0.4,5.6,0.06,3.0,22.029784195024405,True,True
1814,Э90ХАФ,28.0,52.9,19.533333300000002,52.5666667,0.531395,0.107724,0.178464,0.087802,0.0917001,1572.0,1591.0,11.3284996,13119.112628,113.1,1.0,8.767000000000001,0.108,0.05,0.586,0.046,0.02,0.101888,0.066,0.275,0.191,4271.0,0.002,0.418,0.196,0.08,0.645,0.006,0.013000000000000001,0.065,0.009000000000000001,0.024,0.461,0.002,0.002,0.004,0.841,0.0003,0.29100000000000004,0.081,0.795,0.004,0.019,0.065,0.01,0.018000000000000002,0.539,0.003,0.084,4.897363315922565,64.1,0.4,11.3,0.11,2.8,23.35647154318589,5.613444726502647,56.8,0.6,7.1,0.06,2.7,20.831291547646806,True,True
1815,Э90ХАФ,35.0,43.7,17.05,43.3666667,0.53669,0.10603199999999999,0.12321900000000001,0.087121,0.0915347,1584.0,1579.0,13.6233503,12577.1260997,112.6,1.0,4.473,0.108,0.05,0.595,0.047,0.02,0.101526,0.087,0.188,0.188,3574.0,0.002,0.423,0.196,0.099,0.6890000000000001,0.006999999999999999,0.012,0.068,0.01,0.023,0.452,0.001,0.002,0.003,0.8420000000000001,0.0003,0.29,0.099,0.8009999999999999,0.005,0.018000000000000002,0.068,0.011000000000000001,0.02,0.5429999999999999,0.003,0.085,4.423902062534865,64.2,0.4,10.9,0.15,2.9,23.123851596326322,4.7404363993166685,59.6,0.3,7.1,0.08,2.3,25.884826212814062,True,True
1816,Э90ХАФ,34.0,45.3833333,17.0,45.216666700000005,0.5283100000000001,0.134232,0.10847799999999999,0.098066,0.09082330000000001,1581.0,1579.0,11.1369085,12518.8235294,111.9,1.0,5.8839999999999995,0.04299999999999999,0.05,0.58,0.044000000000000004,0.02,0.10102,0.11,0.16399999999999998,0.23800000000000002,3547.0,0.001,0.418,0.17,0.107,0.695,0.005,0.012,0.063,0.01,0.023,0.442,0.001,0.002,0.003,0.8640000000000001,0.0002,0.29,0.109,0.8,0.004,0.021,0.063,0.012,0.018000000000000002,0.534,0.003,0.084,4.231774748831024,52.6,0.6,11.7,0.15,2.4,22.02061165514882,5.230332622058602,50.5,0.5,7.7,0.1,2.5,20.410376156707603,True,True
1818,Э76ХФ,47.0,57.3833333,23.95,57.3833333,0.38955500000000004,0.133668,0.050615,0.06729500000000001,0.039276099999999994,1559.0,1604.0,7.302150999999999,12849.2693111,114.1,1.0,13.296,0.116,0.05,0.41100000000000003,0.045,0.02,0.04966,0.085,0.075,0.237,5129.0,0.002,0.457,0.305,0.096,0.745,0.013999999999999999,0.011000000000000001,0.073,0.012,0.018000000000000002,0.495,0.002,0.003,0.004,0.7709999999999999,0.0004,0.418,0.094,0.7879999999999999,0.013000000000000001,0.013000000000000001,0.073,0.013000000000000001,0.015,0.568,0.003,0.037000000000000005,4.9,63.9,0.5,6.1,0.09,2.9,21.9,4.1,58.2,0.4,6.7,0.07,2.3,25.7,False,False
1819,Э76ХФ,60.0,47.6833333,19.2,47.6833333,0.42477,0.147768,0.15149200000000002,0.109054,0.0391329,1584.0,1598.0,7.720873200000001,12768.75,113.8,1.0,11.888,0.09699999999999998,0.05,0.44799999999999995,0.045,0.02,0.049479,0.11,0.231,0.262,4086.0,0.002,0.44299999999999995,0.29600000000000004,0.084,0.659,0.006,0.012,0.07,0.009000000000000001,0.02,0.45399999999999996,0.001,0.002,0.003,0.754,0.0002,0.42100000000000004,0.084,0.792,0.006,0.013999999999999999,0.07,0.011000000000000001,0.016,0.556,0.003,0.037000000000000005,4.579378788484165,54.7,0.5,12.1,0.41,2.2,24.50299428718852,4.699618581305725,57.8,0.4,6.8,0.11,2.3,25.196531600341537,True,True
1820,Э76ХФ,50.0,44.2,17.9833333,44.2,0.393405,0.135924,0.13743,0.09267,0.038618099999999995,1583.0,1584.0,10.040341900000001,13268.952734,112.0,1.0,14.684000000000001,0.054,0.05,0.41200000000000003,0.048,0.02,0.048827999999999996,0.09,0.21,0.24100000000000002,3977.0,0.002,0.46299999999999997,0.304,0.079,0.6629999999999999,0.005,0.012,0.052000000000000005,0.009000000000000001,0.018000000000000002,0.48,0.001,0.002,0.003,0.76,0.0003,0.419,0.079,0.782,0.004,0.013999999999999999,0.052000000000000005,0.01,0.013999999999999999,0.568,0.003,0.036000000000000004,4.470916954554874,58.1,0.4,10.2,0.14,2.4,23.94761327278897,5.040761459523245,53.1,0.4,8.2,0.12,2.6,20.408887652916295,True,True
1821,Э76ХФ,41.0,47.5166667,23.7333333,47.5166667,0.395385,0.131412,0.11808699999999998,0.071739,0.038418,1539.0,1575.0,8.9399036,13462.078651700002,112.0,1.0,13.909,0.116,0.05,0.41600000000000004,0.049,0.02,0.048575,0.065,0.18100000000000002,0.233,5325.0,0.002,0.45799999999999996,0.306,0.073,0.687,0.006,0.012,0.061,0.006999999999999999,0.015,0.49,0.002,0.002,0.003,0.76,0.0001,0.419,0.07400000000000001,0.789,0.006,0.013000000000000001,0.061,0.008,0.013000000000000001,0.57,0.003,0.037000000000000005,4.7,58.7,0.4,10.3,0.16,2.7,21.8,5.5,60.3,0.8,4.5,0.07,2.6,22.9,False,False
1822,Э76ХФ,33.0,51.5666667,14.2,51.5666667,0.40131999999999995,0.10715999999999999,0.089972,0.10996800000000001,0.0392476,1586.0,1574.0,11.3244762,12574.6478873,112.8,1.0,19.368,0.116,0.05,0.429,0.046,0.02,0.049624,0.136,0.134,0.19,2976.0,0.002,0.46399999999999997,0.33,0.092,0.7090000000000001,0.005,0.012,0.061,0.01,0.02,0.46299999999999997,0.002,0.002,0.003,0.7709999999999999,0.0002,0.42,0.091,0.7859999999999999,0.004,0.013999999999999999,0.061,0.011000000000000001,0.018000000000000002,0.569,0.003,0.037000000000000005,4.4,62.9,0.4,6.8,0.13,3.0,21.2,5.4,62.0,0.6,4.0,0.07,2.7,22.9,False,False
1823,Э76ХФ,34.0,56.7,16.8333333,56.7,0.389425,0.080652,0.044795999999999996,0.10738199999999999,0.038789699999999996,1557.0,1564.0,8.4356002,12403.960395999999,114.0,1.0,15.402000000000001,0.116,0.05,0.42100000000000004,0.045,0.02,0.049045,0.15,0.063,0.14300000000000002,3480.0,0.002,0.462,0.353,0.09,0.752,0.006999999999999999,0.012,0.061,0.013999999999999999,0.021,0.48100000000000004,0.002,0.002,0.003,0.768,0.0004,0.419,0.091,0.7909999999999999,0.006,0.013000000000000001,0.062,0.013999999999999999,0.015,0.563,0.002,0.035,5.5,59.1,0.4,7.4,0.1,2.7,21.5,5.7,57.5,0.8,7.9,0.12,2.3,25.3,False,False
1824,Э76ХФ,39.0,43.8833333,13.7,43.8833333,0.38961999999999997,0.120696,0.118067,0.14208900000000002,0.0397056,1585.0,1574.0,9.24961,12494.890510899999,115.5,1.0,13.507,0.116,0.05,0.41100000000000003,0.037000000000000005,0.02,0.050203,0.175,0.17600000000000002,0.214,2853.0,0.002,0.455,0.319,0.09300000000000001,0.696,0.005,0.013000000000000001,0.057,0.009000000000000001,0.022000000000000002,0.455,0.002,0.002,0.003,0.768,0.0004,0.419,0.09300000000000001,0.7929999999999999,0.004,0.013999999999999999,0.057,0.01,0.018000000000000002,0.568,0.003,0.036000000000000004,4.836200002947869,59.5,0.3,10.3,0.1,2.6,23.151194607660116,5.209928741206332,49.4,0.3,6.4,0.07,2.5,19.824993269036888,True,True
1825,Э76ХФ,34.0,43.533333299999995,13.816666699999999,43.533333299999995,0.4423962,0.121824,0.119156,0.109748,0.0400488,1579.0,1572.0,10.2760499,12788.9022919,115.1,1.0,14.886,0.058,0.05,0.447,0.07100000000000001,0.02,0.050637,0.124,0.18,0.21600000000000003,2945.0,0.002,0.436,0.315,0.092,0.693,0.006999999999999999,0.011000000000000001,0.06,0.011000000000000001,0.022000000000000002,0.47100000000000003,0.001,0.002,0.003,0.765,0.0002,0.415,0.092,0.794,0.006,0.013999999999999999,0.06,0.011000000000000001,0.015,0.5720000000000001,0.002,0.036000000000000004,4.229121930393172,51.9,0.5,9.6,0.14,2.4,21.713406451261324,4.798071681602223,51.4,0.4,7.8,0.1,2.3,22.63838863781662,True,True
1826,Э76ХФ,40.0,40.5166667,11.35,40.5166667,0.4214529,0.119004,0.153621,0.114075,0.039647800000000004,1568.0,1575.0,9.4538873,13358.590308399998,112.5,1.0,12.767999999999999,0.116,0.05,0.42,0.083,0.02,0.05013,0.11699999999999999,0.23399999999999999,0.21100000000000002,2527.0,0.002,0.419,0.315,0.091,0.66,0.006999999999999999,0.012,0.07200000000000001,0.008,0.02,0.46299999999999997,0.002,0.002,0.003,0.767,0.0002,0.415,0.09300000000000001,0.7959999999999999,0.006,0.013000000000000001,0.073,0.009000000000000001,0.019,0.578,0.003,0.037000000000000005,4.01944724384254,61.1,0.3,7.0,0.16,2.6,23.722527145177153,4.4533821273059635,58.5,0.2,6.3,0.07,2.3,25.431885742545944,True,True
1827,Э76ХФ,32.0,40.35,13.183333300000001,40.35,0.28234499999999996,0.080652,0.038544999999999996,0.09275900000000001,0.038331800000000006,1557.0,1576.0,12.0237918,12816.182048,114.1,1.0,16.172,0.116,0.05,0.289,0.102,0.02,0.048466,0.129,0.055,0.14300000000000002,2816.0,0.002,0.54,0.349,0.10400000000000001,0.754,0.006999999999999999,0.011000000000000001,0.069,0.019,0.022000000000000002,0.483,0.002,0.004,0.003,0.745,0.0003,0.41600000000000004,0.099,0.79,0.006,0.01,0.067,0.019,0.017,0.583,0.003,0.037000000000000005,4.0013585266180876,61.2,0.2,8.7,0.15,2.5,24.35927515418319,4.519943060450445,62.7,0.8,3.3,0.07,2.6,24.09411228506067,True,True
1828,Э76ХФ,30.0,41.1666667,17.6833333,41.1666667,0.42958379999999996,0.12013199999999999,0.10004400000000001,0.091045,0.039819400000000005,1569.0,1577.0,4.9394332,12418.473138500001,114.8,1.0,6.778,0.116,0.05,0.406,0.092,0.02,0.050347,0.10099999999999999,0.153,0.213,3660.0,0.002,0.42700000000000005,0.315,0.1,0.698,0.01,0.01,0.087,0.012,0.023,0.469,0.002,0.003,0.003,0.762,0.0002,0.414,0.102,0.785,0.009000000000000001,0.013000000000000001,0.087,0.013000000000000001,0.017,0.56,0.003,0.037000000000000005,4.080779584818408,51.1,0.6,7.8,0.2,2.4,21.13523362161859,4.864216973740388,58.9,0.4,6.7,0.06,2.4,24.6113223581021,True,True
1829,Э76ХФ,23.0,44.533333299999995,13.7166667,44.533333299999995,0.43719490000000005,0.135924,0.14482799999999998,0.119992,0.0392476,1577.0,1581.0,7.583982000000001,12724.6658566,114.5,1.0,11.258,0.116,0.05,0.45,0.0,0.02,0.049624,0.128,0.222,0.24100000000000002,2909.0,0.002,0.449,0.3,0.098,0.672,0.006999999999999999,0.012,0.07200000000000001,0.01,0.021,0.466,0.002,0.003,0.003,0.778,0.0002,0.41200000000000003,0.10099999999999999,0.7909999999999999,0.006,0.013999999999999999,0.073,0.011000000000000001,0.018000000000000002,0.57,0.003,0.036000000000000004,4.554830660712354,54.6,0.4,7.7,0.15,2.5,21.827257690485673,5.386879519572568,58.4,0.6,5.6,0.07,2.6,22.485828569648156,True,True
1830,Э76ХФ,25.0,42.533333299999995,18.3333333,42.533333299999995,0.3210312,0.088548,0.04872,0.079231,0.0376005,1543.0,1584.0,8.3376959,13673.4545455,110.9,1.0,11.821,0.116,0.05,0.306,0.09300000000000001,0.02,0.04749,0.10300000000000001,0.073,0.157,4178.0,0.002,0.498,0.342,0.10300000000000001,0.747,0.009000000000000001,0.011000000000000001,0.075,0.013000000000000001,0.022000000000000002,0.491,0.002,0.003,0.003,0.7509999999999999,0.0002,0.41700000000000004,0.102,0.7929999999999999,0.008,0.011000000000000001,0.075,0.013999999999999999,0.018000000000000002,0.564,0.003,0.037000000000000005,3.968786490305723,61.7,0.3,7.9,0.11,2.7,23.193950495178946,4.020597852987344,58.6,0.4,6.9,0.11,2.2,26.452491216999924,True,True
1831,Э76ХФ,26.0,42.533333299999995,16.3666667,42.533333299999995,0.38826,0.07332000000000001,0.040356,0.076446,0.037955800000000005,1556.0,1581.0,7.932836999999999,13237.8818737,111.6,1.0,11.247,0.116,0.05,0.42100000000000004,0.114,0.02,0.047924,0.102,0.06,0.13,3611.0,0.002,0.469,0.354,0.107,0.7490000000000001,0.006999999999999999,0.01,0.07400000000000001,0.013999999999999999,0.022000000000000002,0.483,0.002,0.003,0.003,0.754,0.0001,0.415,0.107,0.785,0.006,0.013000000000000001,0.07400000000000001,0.015,0.012,0.555,0.003,0.036000000000000004,4.068807097239208,50.1,0.6,6.9,0.12,2.6,19.315827450172478,4.724667620308163,59.3,0.5,6.1,0.09,2.4,24.72781130965022,True,True
1832,Э76ХФ,25.0,42.716666700000005,15.016666699999998,42.716666700000005,0.41131999999999996,0.104904,0.108126,0.106726,0.039158899999999996,1574.0,1585.0,11.6781861,12645.9489456,114.8,1.0,16.596,0.116,0.05,0.441,0.053,0.02,0.049443,0.122,0.165,0.18600000000000003,3165.0,0.002,0.46,0.32799999999999996,0.099,0.6920000000000001,0.008,0.012,0.07200000000000001,0.011000000000000001,0.021,0.46399999999999997,0.002,0.003,0.003,0.773,0.0003,0.413,0.099,0.784,0.008,0.013000000000000001,0.07200000000000001,0.012,0.017,0.562,0.003,0.037000000000000005,4.642741807473677,60.6,0.5,8.8,0.14,2.7,22.762210424581824,5.220097260984406,55.0,0.4,4.9,0.08,2.5,22.026733603660002,True,True
1833,Э76ХФ,25.0,45.7,23.5,45.7,0.4831656,0.087984,0.11483399999999999,0.11881400000000002,0.0388436,1551.0,1588.0,4.5326219000000005,13427.2340426,116.9,1.0,6.843,0.116,0.162,0.413,0.087,0.02,0.049045,0.138,0.175,0.156,5259.0,0.002,0.43,0.344,0.111,0.706,0.01,0.01,0.076,0.012,0.022000000000000002,0.469,0.003,0.003,0.003,0.7809999999999999,0.0002,0.413,0.11,0.794,0.009000000000000001,0.012,0.075,0.013000000000000001,0.018000000000000002,0.57,0.003,0.036000000000000004,4.39254926484234,54.3,0.7,6.5,0.22,2.5,21.558550080045734,4.67031601049949,57.2,0.5,7.4,0.17,2.2,26.09678443051684,True,True
1834,Э76ХФ,25.0,40.033333299999995,15.7166667,40.033333299999995,0.43065859999999995,0.07332000000000001,0.063972,0.100634,0.0388151,1564.0,1580.0,6.2172263,12850.053022299999,113.5,1.0,8.281,0.116,0.05,0.45299999999999996,0.092,0.02,0.049009,0.13,0.096,0.13,3366.0,0.002,0.45,0.35600000000000004,0.10300000000000001,0.738,0.012,0.01,0.07200000000000001,0.016,0.022000000000000002,0.47200000000000003,0.002,0.003,0.003,0.7709999999999999,0.0002,0.41700000000000004,0.10300000000000001,0.792,0.011000000000000001,0.013000000000000001,0.07200000000000001,0.016,0.018000000000000002,0.574,0.003,0.036000000000000004,4.4040024163705445,60.3,0.9,7.7,0.11,2.7,22.257450896472605,5.2523505811668025,62.1,0.2,3.6,0.06,2.8,21.96981651265127,True,True
1835,Э76ХФ,24.0,46.9,17.5666667,46.9,0.44776499999999997,0.10208400000000001,0.12191400000000001,0.121271,0.039015499999999995,1569.0,1585.0,8.5077065,12514.6110057,114.4,1.0,12.849,0.029999999999999995,0.05,0.486,0.09300000000000001,0.02,0.049262,0.139,0.18600000000000003,0.18100000000000002,3664.0,0.002,0.424,0.332,0.106,0.6890000000000001,0.009000000000000001,0.011000000000000001,0.071,0.011000000000000001,0.022000000000000002,0.45899999999999996,0.002,0.003,0.003,0.772,0.0001,0.414,0.106,0.7909999999999999,0.008,0.012,0.071,0.012,0.018000000000000002,0.561,0.003,0.036000000000000004,4.210822381670365,52.6,0.3,8.0,0.12,2.5,20.98064181677459,4.658477096416337,54.0,0.9,6.5,0.13,2.1,25.612523844674175,True,True
1836,Э76ХФ,26.0,45.1833333,14.116666699999998,45.1833333,0.47726549999999995,0.10208400000000001,0.137964,0.125371,0.0395889,1582.0,1587.0,8.425688800000001,13180.1652893,112.9,1.0,12.573,0.116,0.05,0.5,0.136,0.02,0.049986,0.139,0.21100000000000002,0.18100000000000002,3101.0,0.002,0.40700000000000003,0.331,0.08900000000000001,0.675,0.006999999999999999,0.011000000000000001,0.061,0.009000000000000001,0.028999999999999998,0.457,0.001,0.002,0.003,0.763,0.0005,0.41600000000000004,0.08900000000000001,0.7979999999999999,0.006,0.012,0.061,0.01,0.016,0.57,0.003,0.037000000000000005,4.200516194258688,58.0,0.3,8.4,0.16,2.5,23.512271774208383,4.564405030325562,58.9,0.2,5.5,0.07,2.3,25.570752995545785,True,True
1837,Э76ХФ,26.0,42.8833333,22.216666699999998,42.8833333,0.489465,0.129156,0.171204,0.128675,0.0382995,1583.0,1627.0,10.2928099,13354.8387097,111.3,1.0,14.713,0.116,0.05,0.49700000000000005,0.043,0.02,0.048358,0.131,0.263,0.22899999999999998,4945.0,0.001,0.40700000000000003,0.308,0.073,0.647,0.005,0.011000000000000001,0.052000000000000005,0.008,0.021,0.446,0.001,0.002,0.003,0.754,0.0002,0.41700000000000004,0.07200000000000001,0.7959999999999999,0.005,0.013000000000000001,0.053,0.009000000000000001,0.017,0.5820000000000001,0.003,0.036000000000000004,4.242974107553091,52.2,0.3,7.6,0.1,2.2,23.49996894901167,4.845179977659115,50.1,0.4,3.8,0.06,2.4,21.17480793380546,True,True
1838,Э76ХФ,30.0,47.55,20.5166667,47.55,0.4744,0.12972,0.192924,0.130333,0.039617400000000004,1556.0,1598.0,5.8816096,13508.0422421,114.0,1.0,9.257,0.15700000000000003,0.05,0.511,0.064,0.02,0.050022000000000004,0.125,0.297,0.23,4619.0,0.001,0.401,0.309,0.085,0.624,0.006999999999999999,0.011000000000000001,0.064,0.008,0.023,0.43200000000000005,0.002,0.002,0.003,0.752,0.0001,0.41600000000000004,0.085,0.7909999999999999,0.005,0.013000000000000001,0.064,0.009000000000000001,0.016,0.545,0.003,0.037000000000000005,4.032630573206827,50.4,0.5,8.0,0.14,2.2,22.92786062410699,4.233655579200149,58.0,0.7,7.2,0.14,2.1,27.42707095790827,True,True
1839,Э76ХФ,36.0,52.5666667,22.7,52.5666667,0.467125,0.144948,0.1728,0.163448,0.039101800000000006,1563.0,1592.0,10.5683368,13805.286343599999,113.9,1.0,18.339000000000002,0.084,0.05,0.5,0.059000000000000004,0.02,0.049371,0.184,0.264,0.257,5223.0,0.001,0.41,0.299,0.083,0.652,0.006999999999999999,0.013000000000000001,0.063,0.008,0.02,0.433,0.002,0.002,0.003,0.769,0.0008,0.42,0.084,0.8009999999999999,0.006,0.013000000000000001,0.063,0.009000000000000001,0.017,0.57,0.003,0.037000000000000005,4.175832856965257,57.8,0.2,11.2,0.11,2.2,25.700577536307986,4.267496119953379,57.6,0.6,7.8,0.18,2.2,26.325563659885198,True,True
1841,Э76ХФ,41.0,53.3833333,22.3333333,53.3833333,0.416655,0.058092,0.064566,0.12218299999999999,0.039101800000000006,1581.0,1585.0,11.2945364,13110.447761200001,113.7,1.0,20.098,0.116,0.05,0.45799999999999996,0.057999999999999996,0.02,0.049371,0.163,0.096,0.10300000000000001,4880.0,0.002,0.461,0.373,0.105,0.7390000000000001,0.006999999999999999,0.011000000000000001,0.073,0.013999999999999999,0.02,0.469,0.002,0.003,0.003,0.763,0.0007,0.42100000000000004,0.102,0.792,0.006,0.013000000000000001,0.071,0.015,0.018000000000000002,0.57,0.003,0.037000000000000005,4.763654431761701,55.6,0.6,9.1,0.14,2.5,22.101307515342764,5.115062944325449,56.0,0.6,9.3,0.14,2.5,22.54242708154707,True,True
1842,Э76ХФ,51.0,44.3666667,18.85,44.3666667,0.46903500000000004,0.116748,0.109428,0.107707,0.039617400000000004,1557.0,1576.0,10.9656649,13989.389920399999,112.9,1.0,16.217,0.116,0.05,0.51,0.057,0.02,0.050022000000000004,0.12300000000000001,0.16699999999999998,0.207,4395.0,0.002,0.409,0.316,0.08900000000000001,0.6970000000000001,0.006,0.011000000000000001,0.065,0.008,0.021,0.45799999999999996,0.001,0.002,0.003,0.75,0.0003,0.41600000000000004,0.091,0.7959999999999999,0.006,0.011000000000000001,0.065,0.009000000000000001,0.016,0.5660000000000001,0.003,0.027000000000000003,4.6947952530640205,60.1,0.6,9.5,0.14,2.7,22.757138417122526,5.303252864040256,57.0,0.4,5.4,0.07,2.6,21.853176443887737,True,True
1843,Э76ХФ,47.0,45.2,18.05,45.2,0.49736499999999995,0.13254000000000002,0.137184,0.143327,0.04019,1568.0,1576.0,14.649199900000001,13495.8448753,114.0,1.0,21.868000000000002,0.06399999999999999,0.05,0.541,0.078,0.02,0.050745,0.16699999999999998,0.209,0.235,4060.0,0.001,0.402,0.307,0.08199999999999999,0.6759999999999999,0.006,0.011000000000000001,0.067,0.008,0.02,0.43200000000000005,0.001,0.002,0.004,0.767,0.001,0.418,0.084,0.7979999999999999,0.005,0.013000000000000001,0.067,0.009000000000000001,0.018000000000000002,0.583,0.003,0.037000000000000005,4.268716369664753,59.3,0.2,7.0,0.12,2.2,25.933104014205348,5.3011573410412085,56.2,0.9,4.5,0.08,2.6,21.629796376979325,True,True
