;t вып-обр;t обработка;ПСН гр.;чист расход C;чист расход Si;чист расход V;температура первая;температура последняя;Ar (интенс.);эл. энергия (интенс.);произв жидкая сталь;произв количество обработок;расход газ Ar;сыпуч известь РП;сыпуч кокс пыль УСТК;сыпуч  шпат плав.;ферспл CaC2;ферспл  FeV-80;ферспл  фх850А;эл. энергия;химсталь первый Al_1;химсталь первый C_1;химсталь первый Cr_1;химсталь первый Cu_1;химсталь первый Mn_1;химсталь первый N_1;химсталь первый Ni_1;химсталь первый P_1;химсталь первый S_1;химсталь первый Si_1;химсталь первый Ti_1;химсталь первый V_1;химсталь последний Al;химсталь последний C;химсталь последний Ca;химсталь последний Cr;химсталь последний Mn;химсталь последний Mo;химсталь последний N;химсталь последний P;химсталь последний S;химсталь последний Si;химсталь последний Ti;химсталь последний V;химшлак первый Al2O3_1;химшлак первый CaO_1;химшлак первый FeO_1;химшлак первый MgO_1;химшлак первый MnO_1;химшлак первый R_1;химшлак первый SiO2_1;химшлак последний Al2O3;химшлак последний CaO;химшлак последний FeO;химшлак последний MgO;химшлак последний MnO;химшлак последний R;химшлак последний SiO2
832;35,0;41,5333333;2,0;0,335957;0,113234;0,0389007;1561,0;1577,0;13,4934992;12485,4961832;113,1;1,0;18,681;0,135;0,05;0,07400000000000001;0,02;0,049117;0,16899999999999998;4089,0;0,002;0,515;0,34;0,099;0,6629999999999999;0,009000000000000001;0,065;0,009000000000000001;0,018000000000000002;0,47;0,002;0,003;0,003;0,767;0,0001;0,417;0,778;0,006;0,011;0,009000000000000001;0,016;0,578;0,003;0,037000000000000005;3,6;58,1;0,2;11,3;0,09;2,2;26,5;4,2;53,2;0,8;5,0;0,06;2,5;21,7
833;15,0;41,7;2,0;0,28987;0,119795;0,0382425;1579,0;1576,0;10,6568345;11752,6263627;112,3;1,0;14,813;0,054000000000000006;0,05;0,061;0,02;0,048286;0,14;3294,0;0,002;0,514;0,35;0,087;0,662;0,009000000000000001;0,065;0,009000000000000001;0,018000000000000002;0,466;0,001;0,003;0,003;0,768;0,0002;0,414;0,784;0,006;0,01;0,009000000000000001;0,013;0,5720000000000001;0,003;0,036000000000000004;3,0;59,4;0,2;11,9;0,1;2,3;26,3;3,2;61,4;0,3;7,1;0,06;2,3;26,9
834;16,0;46,2333333;2,0;0,29038200000000003;0,122159;0,0388436;1546,0;1569,0;9,2958904;12521,0749646;114,4;1,0;14,326;0,081;0,05;0,05;0,02;0,049045;0,214;4918,0;0,002;0,545;0,317;0,09;0,664;0,009000000000000001;0,063;0,009000000000000001;0,018000000000000002;0,46;0,002;0,003;0,003;0,7659999999999999;0,0002;0,415;0,782;0,006;0,01;0,009000000000000001;0,013;0,5670000000000001;0,003;0,037000000000000005;3,7;53,9;0,3;9,1;0,07;2,7;20,2;4,4;61,6;0,6;4,0;0,05;2,4;25,5
835;18,0;41,2;1,4031621;0,33970900000000004;0,138517;0,0392452;1592,0;1576,0;9,0349515;11624,3697479;115,2;1,0;12,408;0,054000000000000006;0,05;0,05;0,02;0,049552;0,273;3074,0;0,002;0,509;0,29100000000000004;0,092;0,669;0,009000000000000001;0,061;0,009000000000000001;0,017;0,447;0,002;0,003;0,003;0,779;0,0002;0,418;0,785;0,005;0,011;0,01;0,014;0,5720000000000001;0,003;0,036000000000000004;3,2;57,3;0,3;11,8;0,08;2,3;25,2;3,7;57,5;0,4;11,6;0,11;2,2;25,7
836;17,0;45,2;2,0;0,276741;0,133522;0,039674400000000005;1572,0;1573,0;11,2871681;12151,9379845;115,8;1,0;17,006;0,08;0,05;0,047;0,02;0,050094;0,257;3919,0;0,002;0,5579999999999999;0,297;0,093;0,716;0,008;0,069;0,011;0,017;0,451;0,002;0,004;0,003;0,772;0,0003;0,415;0,777;0,006;0,009000000000000001;0,011;0,014;0,574;0,003;0,037000000000000005;3,9;52,2;0,3;10,0;0,08;2,5;20,6;4,4;61,9;0,6;5,6;0,05;2,7;23,2
837;18,0;42,8333333;2,0;0,332412;0,127063;0,0389007;1578,0;1574,0;8,502723699999999;11470,7865169;113,2;1,0;12,14;0,084;0,05;0,07400000000000001;0,02;0,049117;0,244;3403,0;0,002;0,503;0,301;0,08900000000000001;0,691;0,009000000000000001;0,061;0,01;0,018000000000000002;0,451;0,001;0,003;0,003;0,767;0,0006;0,416;0,785;0,004;0,011;0,01;0,014;0,568;0,003;0,035;3,3;58,6;0,2;12,6;0,14;2,3;26,1;3,8;59,3;0,4;7,0;0,06;2,2;26,7
838;20,0;40,55;3,3467012;0,119283;0,09973;0,039044;1545,0;1581,0;10,5307028;12016,101026;113,0;1,0;14,234000000000002;0,081;0,05;0,08199999999999999;0,02;0,049298;0,191;4229,0;0,002;0,664;0,325;0,105;0,7509999999999999;0,008;0,068;0,013;0,017;0,485;0,002;0,004;0,003;0,765;0,0003;0,417;0,782;0,005;0,008;0,014;0,014;0,568;0,003;0,037000000000000005;3,2;52,0;0,5;8,7;0,12;2,7;19,0;3,5;63,7;0,7;5,4;0,09;2,7;23,8
839;20,0;40,55;2,99082745;0,294633;0,123674;0,0404482;1555,0;1576,0;11,6382244;12205,8823529;116,2;1,0;15,731;0,081;0,05;0,075;0,02;0,051071;0,271;4150,0;0,002;0,54;0,292;0,11;0,726;0,009000000000000001;0,065;0,013;0,018000000000000002;0,455;0,002;0,004;0,003;0,7490000000000001;0,0003;0,414;0,7829999999999999;0,006;0,009000000000000001;0,012;0,014;0,563;0,003;0,036000000000000004;4,0;56,8;0,2;8,4;0,09;2,7;21,2;4,3;62,1;0,5;5,0;0,05;2,8;22,3
840;15,0;42,85;2,99082745;0,371946;0,134952;0,0406771;1571,0;1577,0;10,1201867;11086,996904;116,4;1,0;14,455;0,081;0,05;0,076;0,02;0,05136;0,282;3979,0;0,002;0,487;0,28600000000000003;0,092;0,6779999999999999;0,008;0,058;0,009000000000000001;0,019;0,455;0,002;0,003;0,002;0,7709999999999999;0,0002;0,415;0,787;0,004;0,011;0,01;0,016;0,569;0,003;0,036000000000000004;3,2;59,4;0,1;11,2;0,09;2,3;25,5;3,3;60,5;0,5;4,1;0,06;2,3;26,3
841;17,0;43,8833333;2,0;0,191506;0,119238;0,0405338;1557,0;1578,0;11,2546145;12098,9409985;116,4;1,0;16,463;0,08199999999999999;0,05;0,07400000000000001;0,02;0,051179;0,292;4443,0;0,002;0,617;0,281;0,087;0,69;0,008;0,058;0,009000000000000001;0,015;0,474;0,002;0,003;0,003;0,7509999999999999;0,0002;0,418;0,784;0,004;0,008;0,01;0,012;0,5670000000000001;0,003;0,035;3,4;61,3;0,2;9,2;0,08;2,4;25,1;4,1;63,1;0,5;3,6;0,06;2,5;25,1
842;28,0;51,8833333;3,9309177;0,358975;0,117976;0,0381847;1540,0;1631,0;9,9251738;12545,5061495;111,5;1,0;17,052;0,139;0,05;0,031;0,02;0,048213;0,235;7367,0;0,002;0,494;0,305;0,099;0,7140000000000001;0,01;0,064;0,009000000000000001;0,02;0,472;0,002;0,003;0,004;0,7659999999999999;0,0005;0,411;0,77;0,005;0,013;0,011;0,019;0,575;0,003;0,037000000000000005;5,4;50,3;0,4;10,4;0,11;2,3;21,4;4,8;56,9;0,7;7,4;0,12;2,1;27,4
843;49,0;43,0333333;1,6424631999999997;0,335854;0,119892;0,0388151;1558,0;1571,0;14,242447699999998;11259,8639456;115,7;1,0;20,43;0,042;0,05;0,059;0,02;0,049009;0,228;4138,0;0,002;0,504;0,31;0,115;0,7140000000000001;0,009000000000000001;0,094;0,01;0,017;0,457;0,002;0,003;0,004;0,755;0,0002;0,415;0,78;0,01;0,011;0,011;0,013;0,5670000000000001;0,003;0,037000000000000005;5,3;55,2;0,4;9,9;0,13;2,2;24,8;6,0;58,4;0,9;5,0;0,08;2,3;25,4
844;49,0;40,0333333;2,8728996;0,351052;0,110588;0,0387288;1531,0;1578,0;14,0830142;11751,6654855;115,4;1,0;18,793;0,053;0,05;0,059;0,02;0,0489;0,234;4606,0;0,002;0,512;0,31;0,111;0,6729999999999999;0,011;0,114;0,008;0,016;0,467;0,003;0,003;0,003;0,769;0,0003;0,416;0,7809999999999999;0,013;0,011;0,008;0,016;0,5579999999999999;0,003;0,036000000000000004;4,4;51,1;0,7;6,9;0,07;2,4;21,5;5,5;56,6;0,7;7,6;0,13;2,1;26,5
845;33,0;39,5166667;2,99082745;0,380844;0,106558;0,0384409;1584,0;1574,0;16,462669199999997;10927,1442987;114,1;1,0;21,278;0,053;0,05;0,047;0,02;0,048647;0,238;3008,0;0,002;0,469;0,304;0,115;0,655;0,009000000000000001;0,117;0,008;0,02;0,457;0,002;0,003;0,003;0,78;0,0001;0,415;0,7829999999999999;0,012;0,011;0,009000000000000001;0,018000000000000002;0,563;0,003;0,037000000000000005;4,2;46,9;1,0;6,4;0,12;2,3;20,5;4,8;58,9;0,2;6,0;0,06;2,2;26,7
846;32,0;47,2;1,6340977;0,35782800000000003;0,141032;0,0392413;1580,0;1589,0;11,7973154;11294,7745168;115,6;1,0;17,578;0,103;0,15;0,049;0,02;0,04966;0,256;4383,0;0,002;0,514;0,302;0,105;0,664;0,008;0,073;0,008;0,017;0,463;0,002;0,003;0,003;0,745;0,0001;0,418;0,7879999999999999;0,006999999999999999;0,01;0,009000000000000001;0,017;0,56;0,003;0,037000000000000005;5,0;45,7;2,2;9,3;0,14;2,5;18,2;5,9;58,3;0,8;6,4;0,12;2,2;26,0
847;20,0;86,55;2,7062051;0,354104;0,14164000000000002;0,0383271;1580,0;1605,0;10,9644247;10021,1737629;113,8;1,0;31,608;0,261;0,05;0,027000000000000003;0,02;0,048503;0,248;7257,0;0,002;0,491;0,306;0,12;0,633;0,008;0,118;0,008;0,018000000000000002;0,447;0,001;0,002;0,004;0,77;0,0002;0,4270000000000001;0,7879999999999999;0,02;0,011;0,009000000000000001;0,011;0,552;0,002;0,037000000000000005;8,5;53,1;0,6;14,9;0,11;2,3;23,0;8,6;51,8;1,0;15,4;0,22;2,3;22,9
848;61,0;52,0333333;3,415536;0,375958;0,136036;0,038812300000000015;1546,0;1593,0;12,454132;12578,712220799998;114,7;1,0;21,601;0,142;0,05;0,023;0,02;0,049117;0,136;5318,0;0,002;0,461;0,35600000000000004;0,122;0,6890000000000001;0,008;0,096;0,01;0,019;0,446;0,002;0,003;0,005;0,763;0,0003;0,42;0,7829999999999999;0,009000000000000001;0,01;0,011;0,015;0,573;0,003;0,036000000000000004;8,5;55,9;0,4;12,1;0,13;2,5;22,8;9,9;57,6;0,3;10,5;0,1;2,7;21,0
849;50,0;47,21666670000001;3,4785441;0,427958;0,14491600000000002;0,0399841;1551,0;1578,0;15,3657607;13011,9891008;117,2;1,0;24,184;0,069;0,05;0,024;0,02;0,0506;0,226;5306,0;0,001;0,469;0,322;0,114;0,6679999999999999;0,008;0,07400000000000001;0,008;0,022;0,454;0,002;0,003;0,003;0,7759999999999999;0,0001;0,421;0,787;0,006999999999999999;0,01;0,009000000000000001;0,019;0,57;0,003;0,036000000000000004;5,4;54,9;0,3;12,7;0,09;2,2;24,9;5,1;60,9;0,5;5,5;0,07;2,3;26,4
850;31,0;44,8666667;2,99082745;0,466876;0,173652;0,0398126;1604,0;1573,0;21,9907186;12031,9775596;117,0;1,0;32,644;0,063;0,05;0,03;0,02;0,050383;0,232;2383,0;0,002;0,389;0,31;0,117;0,6609999999999999;0,01;0,07;0,01;0,022;0,416;0,001;0,002;0,003;0,789;0,0002;0,418;0,784;0,005;0,011;0,011;0,014;0,568;0,003;0,036000000000000004;4,7;39,9;1,1;8,2;0,1;2,2;18,0;5,0;60,2;0,7;5,3;0,1;2,3;26,4
851;26,0;52,8666667;2,673564;0,358;0,14621199999999998;0,0393275;1553,0;1565,0;15,297162699999998;11735,9009629;116,3;1,0;26,957;0,158;0,05;0,079;0,02;0,049769;0,19;4740,0;0,002;0,481;0,333;0,104;0,69;0,01;0,061;0,009000000000000001;0,021;0,45;0,002;0,003;0,004;0,7659999999999999;0,0003;0,422;0,7929999999999999;0,005;0,012;0,009000000000000001;0,021;0,574;0,003;0,037000000000000005;5,3;53,5;0,8;6,9;0,16;2,6;20,9;5,7;59,6;0,4;6,2;0,09;2,3;26,2
852;25,0;41,3666667;1,4290466;0,350619;0,16305799999999998;0,0387269;1608,0;1572,0;15,790975;11002,6347305;111,9;1,0;21,774;0,236;0,05;0,047;0,02;0,049009;0,263;2552,0;0,002;0,498;0,29;0,098;0,649;0,012;0,065;0,008;0,02;0,431;0,001;0,002;0,003;0,737;0,0002;0,418;0,7859999999999999;0,005;0,013;0,009000000000000001;0,016;0,574;0,003;0,036000000000000004;4,8;54,5;0,5;12,3;0,11;2,1;26,0;5,0;54,3;0,6;11,8;0,15;2,1;26,0
853;21,0;46,0333333;3,3477905;0,351838;0,101552;0,0384772;1541,0;1574,0;12,2989138;12427,0377734;113,2;1,0;18,872;0,142;0,05;0,076;0,02;0,048539;0,206;5209,0;0,002;0,474;0,321;0,094;0,6920000000000001;0,009000000000000001;0,061;0,006;0,016;0,474;0,002;0,002;0,004;0,757;0,0001;0,418;0,784;0,005;0,01;0,006999999999999999;0,014;0,578;0,003;0,037000000000000005;4,8;57,7;1,1;7,9;0,11;2,7;21,1;6,3;63,0;0,6;4,5;0,06;2,8;21,2
854;8,0;41,0333333;1,2397364;0,357843;0,122364;0,039928500000000006;1596,0;1575,0;16,316247;10959,822419499998;116,2;1,0;22,317;0,13699999999999998;0,05;0,103;0,02;0,05013;0,131;2743,0;0,002;0,488;0,35700000000000004;0,098;0,693;0,01;0,073;0,008;0,022;0,469;0,002;0,002;0,003;0,7559999999999999;0,0002;0,417;0,7879999999999999;0,009000000000000001;0,011;0,009000000000000001;0,016;0,573;0,003;0,034;3,9;44,1;0,9;6,5;0,09;2,8;15,6;9,4;57,8;0,4;5,9;0,08;2,4;24,4
855;6,0;44,21666670000001;2,0;0,213598;0,109332;0,0402456;1577,0;1570,0;17,817489600000005;11728,4916201;114,0;1,0;26,261;0,08;0,05;0,076;0,02;0,050528;0,196;3499,0;0,003;0,581;0,325;0,113;0,664;0,008;0,069;0,008;0,018000000000000002;0,472;0,002;0,002;0,005;0,7709999999999999;0,0006;0,419;0,7859999999999999;0,006;0,009000000000000001;0,008;0,015;0,5720000000000001;0,003;0,037000000000000005;4,2;45,1;1,0;4,7;0,12;3,0;14,8;5,6;62,6;0,8;4,2;0,17;2,8;22,4
856;6,0;45,0333333;1,3751634;0,359651;0,130436;0,0406199;1593,0;1570,0;19,842635100000006;11487,6;115,7;1,0;29,786;0,079;0,05;0,073;0,02;0,050998;0,197;3191,0;0,002;0,445;0,328;0,111;0,682;0,009000000000000001;0,07;0,009000000000000001;0,019;0,452;0,002;0,002;0,003;0,7709999999999999;0,0004;0,417;0,782;0,006;0,011;0,01;0,017;0,5660000000000001;0,003;0,036000000000000004;3,9;40,9;1,7;5,4;0,26;2,6;15,5;5,9;59,5;0,4;6,4;0,1;2,3;25,9
857;8,0;114,0833333;2,0;0,319522;0,093124;0,0377684;1607,0;1630,0;10,8218262;11463,116543;106,0;1,0;41,153;0,239;0,05;0,073;0,02;0,047418;0,134;7295,0;0,002;0,491;0,349;0,107;0,706;0,009000000000000001;0,078;0,01;0,019;0,488;0,002;0,002;0,003;0,774;0,0004;0,418;0,79;0,005;0,011;0,01;0,011;0,55;0,002;0,035;4,0;46,2;1,4;6,2;0,33;2,8;16,3;6,5;58,6;0,6;5,3;0,16;2,4;24,4
858;8,0;45,8833333;1,369201;0,403278;0,210536;0,0412826;1622,0;1611,0;23,5124591;11653,4864643;117,7;1,0;35,961;0,249;0,05;0,075;0,02;0,05183;0,246;3946,0;0,001;0,463;0,305;0,1;0,618;0,008;0,075;0,008;0,019;0,403;0,001;0,002;0,004;0,768;0,0002;0,419;0,794;0,006999999999999999;0,01;0,01;0,012;0,568;0,003;0,037000000000000005;4,5;48,2;1,7;11,1;0,27;2,4;20,5;5,7;59,6;0,4;6,3;0,1;2,3;26,1
859;12,0;53,2333333;2,0;0,345281;0,139158;0,0413981;1569,0;1588,0;23,6462743;11801,0695187;116,5;1,0;41,959;0,073;0,05;0,046;0,02;0,051975;0,217;5517,0;0,002;0,449;0,314;0,116;0,6559999999999999;0,008;0,068;0,01;0,019;0,447;0,002;0,002;0,003;0,794;0,0004;0,414;0,787;0,006;0,011;0,01;0,013;0,542;0,003;0,037000000000000005;4,2;51,9;0,8;5,0;0,15;2,9;17,6;5,0;59,9;0,7;5,4;0,11;2,3;26,4
860;21,0;47,0333333;3,5717675000000004;0,30675;0,14590799999999998;0,0413981;1551,0;1584,0;20,3183381;12960,0;116,2;1,0;31,516;0,083;0,05;0,06;0,02;0,051975;0,21;5184,0;0,002;0,5429999999999999;0,32;0,092;0,696;0,009000000000000001;0,061;0,011;0,017;0,449;0,002;0,002;0,003;0,7440000000000001;0,0002;0,417;0,7829999999999999;0,005;0,01;0,011;0,014;0,561;0,003;0,037000000000000005;4,9;61,7;0,5;8,8;0,11;2,8;22,1;5,2;63,0;0,4;7,9;0,09;2,8;22,0
861;13,0;41,55;3,562382700000001;0,341019;0,130304;0,0386326;1559,0;1580,0;18,7629525;12655,8667676;113,2;1,0;25,773000000000003;0,156;0,05;0,047;0,02;0,048503;0,263;4644,0;0,002;0,5;0,29100000000000004;0,11;0,616;0,009000000000000001;0,076;0,006999999999999999;0,017;0,458;0,002;0,002;0,003;0,77;0,0002;0,418;0,802;0,006999999999999999;0,011;0,008;0,013;0,56;0,003;0,036000000000000004;5,3;58,5;0,6;7,7;0,09;2,7;22,0;5,3;59,1;0,7;5,4;0,11;2,7;21,5
862;14,0;43,0333333;4,6972128;0,3272545;0,14327;0,039928500000000006;1539,0;1583,0;20,796096;13260,7594937;117,4;1,0;29,594;0,129;0,05;0,063;0,02;0,05013;0,218;5529,0;0,003;0,501;0,321;0,1;0,7040000000000001;0,008;0,069;0,01;0,017;0,443;0,002;0,003;0,003;0,772;0,0002;0,42;0,7879999999999999;0,006;0,009000000000000001;0,011;0,013;0,561;0,003;0,037000000000000005;5,2;59,3;0,5;8,2;0,08;2,7;22,2;5,7;60,6;0,5;4,5;0,08;2,8;21,0
863;15,0;43,5166667;3,8625592000000006;0,3274393;0,155752;0,0398425;1569,0;1581,0;15,4051993;13111,2605042;118,1;1,0;22,222;0,132;0,05;0,07;0,02;0,050022;0,256;4334,0;0,002;0,506;0,299;0,099;0,6409999999999999;0,009000000000000001;0,065;0,008;0,019;0,431;0,002;0,002;0,004;0,77;0,0005;0,415;0,7859999999999999;0,006999999999999999;0,011;0,01;0,013;0,545;0,003;0,037000000000000005;4,7;47,9;0,7;7,8;0,07;2,5;19,2;4,9;51,0;0,6;7,0;0,1;2,5;20,4
864;9,0;44,3833333;3,3113443;0,274837;0,104242;0,0389489;1568,0;1579,0;9,9922644;12204,3165468;112,7;1,0;14,783;0,194;0,05;0,059;0,02;0,0489;0,209;4241,0;0,002;0,552;0,314;0,091;0,705;0,01;0,07400000000000001;0,009000000000000001;0,013;0,472;0,002;0,003;0,005;0,767;0,0002;0,414;0,7859999999999999;0,014;0,01;0,009000000000000001;0,008;0,542;0,003;0,037000000000000005;6,3;59,8;0,9;8,4;0,1;3,2;18,5;9,4;57,6;0,7;10,3;0,1;2,8;19,8
865;10,0;43,25;2,5292683;0,269924;0,089732;0,0382288;1555,0;1587,0;11,1412717;11688,9230769;112,6;1,0;16,062;0,152;0,05;0,09;0,02;0,047996;0,202;4221,0;0,003;0,534;0,317;0,11;0,7120000000000001;0,012;0,071;0,009000000000000001;0,019;0,487;0,003;0,003;0,003;0,7829999999999999;0,0002;0,413;0,785;0,006999999999999999;0,013;0,009000000000000001;0,013;0,552;0,003;0,036000000000000004;4,4;61,7;0,6;7,9;0,07;3,1;20,0;4,2;60,8;0,6;4,4;0,08;2,5;24,1
866;9,0;41,5;3,9541512;0,358022;0,138374;0,0397557;1565,0;1588,0;10,2462651;12915,2388173;117,1;1,0;14,174;0,204;0,05;0,055;0,02;0,049913;0,264;4732,0;0,002;0,489;0,29600000000000004;0,11;0,642;0,011;0,07;0,008;0,018000000000000002;0,45;0,002;0,003;0,004;0,775;0,0004;0,42;0,797;0,006;0,013;0,009000000000000001;0,014;0,563;0,003;0,036000000000000004;4,6;57,7;0,5;8,4;0,08;2,8;20,3;5,5;59,4;0,3;6,5;0,06;2,8;20,5
867;8,0;46,71666670000001;3,8158416;0,315657;0,109456;0,0396984;1549,0;1585,0;16,32;12965,6433703;117,5;1,0;25,228;0,23;0,05;0,053;0,02;0,049841;0,206;5514,0;0,002;0,508;0,318;0,101;0,6920000000000001;0,011;0,073;0,009000000000000001;0,018000000000000002;0,457;0,002;0,003;0,004;0,768;0,0004;0,414;0,7859999999999999;0,009000000000000001;0,011;0,01;0,012;0,539;0,003;0,036000000000000004;5,1;57,8;0,3;9,1;0,06;2,8;20,5;5,7;58,9;0,4;6,1;0,09;2,3;25,6
868;7,0;42,55;3,8713219;0,3336975;0,133736;0,039641;1573,0;1588,0;11,9922444;12634,015748;116,5;1,0;17,009;0,207;0,05;0,058;0,02;0,049769;0,275;4457,0;0,002;0,491;0,285;0,096;0,642;0,012;0,07;0,008;0,017;0,454;0,002;0,003;0,003;0,753;0,0004;0,416;0,795;0,005;0,013;0,009000000000000001;0,013;0,551;0,003;0,036000000000000004;5,1;57,7;0,5;11,4;0,08;2,6;22,6;5,3;52,9;0,6;9,0;0,09;2,7;19,9
869;9,0;48,05;3,5582586000000003;0,3405061;0,117978;0,039093;1573,0;1587,0;20,805221;12687,4766355;114,5;1,0;30,994;0,161;0,05;0,054000000000000006;0,02;0,049081;0,21;3771,0;0,002;0,485;0,318;0,115;0,6940000000000001;0,01;0,08199999999999999;0,01;0,019;0,462;0,002;0,003;0,004;0,7609999999999999;0,0004;0,417;0,8009999999999999;0,006;0,013;0,011;0,016;0,56;0,003;0,037000000000000005;5,5;51,7;1,1;10,8;0,17;2,7;18,9;6,3;59,5;0,6;7,1;0,08;2,8;20,6
870;12,0;41,3666667;3,6110319;0,333944;0,061854;0,038776;1544,0;1581,0;15,338869199999998;12809,0651558;113,6;1,0;20,422;0,145;0,05;0,12;0,02;0,048683;0,248;5024,0;0,002;0,507;0,297;0,099;0,706;0,011;0,065;0,009000000000000001;0,018000000000000002;0,494;0,002;0,003;0,005;0,765;0,0004;0,416;0,7909999999999999;0,006;0,014;0,01;0,013;0,562;0,003;0,038;3,7;63,7;0,5;8,0;0,08;2,9;21,7;5,7;59,2;0,9;6,2;0,09;2,8;21,1
871;9,0;41,0166667;4,3458458;0,346912;0,151616;0,0397844;1568,0;1584,0;8,748395;13889,9262899;118,4;1,0;11,961;0,2;0,05;0,057;0,02;0,049949;0,284;4711,0;0,003;0,509;0,28800000000000003;0,097;0,662;0,011;0,068;0,008;0,016;0,449;0,002;0,003;0,004;0,77;0,0004;0,418;0,792;0,005;0,012;0,008;0,013;0,561;0,003;0,036000000000000004;4,7;61,2;0,6;6,6;0,06;2,8;21,7;5,3;61,9;0,4;6,0;0,07;2,8;21,0
872;5,0;45,05;3,5815650000000003;0,4061487;0,14228;0,0404431;1579,0;1581,0;13,0792098;12289,2307692;118,2;1,0;19,31;0,208;0,05;0,06;0,02;0,050926;0,307;3994,0;0,002;0,46;0,274;0,103;0,62;0,012;0,071;0,006999999999999999;0,016;0,441;0,001;0,003;0,003;0,7659999999999999;0,0002;0,415;0,792;0,006;0,012;0,008;0,013;0,556;0,003;0,037000000000000005;4,3;58,5;0,3;11,0;0,11;2,4;24,8;5,2;53,8;0,3;8,5;0,08;2,3;23,8
873;6,0;47,3833333;4,7980214000000005;0,278105;0,100034;0,0394313;1510,0;1574,0;10,913887400000002;12765,1665693;116,0;1,0;16,962;0,083;0,05;0,061;0,02;0,049913;0,245;6067,0;0,002;0,524;0,301;0,104;0,696;0,01;0,065;0,009000000000000001;0,019;0,484;0,002;0,004;0,003;0,778;0,0002;0,417;0,787;0,005;0,011;0,01;0,013;0,557;0,003;0,037000000000000005;4,2;58,9;0,4;9,3;0,1;2,6;22,6;6,2;59,3;0,9;5,1;0,14;2,7;22,0
874;9,0;44,55;1,0366437;0,296644;0,098712;0,0388885;1568,0;1573,0;4,939020200000001;10499,1643454;114,4;1,0;7,141;0,062;0,05;0,069;0,02;0,049226;0,208;3141,0;0,002;0,508;0,31;0,102;0,735;0,009000000000000001;0,065;0,013;0,021;0,457;0,002;0,037000000000000005;0,003;0,754;0,0002;0,406;0,7709999999999999;0,005;0,012;0,013;0,016;0,5429999999999999;0,003;0,037000000000000005;4,8;44,1;0,9;6,4;0,16;2,7;16,6;6,2;57,6;0,9;8,3;0,07;2,7;21,1
875;5,0;74,2333333;3,0331635;0,3851943;0,098484;0,0377454;1602,0;1576,0;11,5229192;11668,3870968;111,7;2,0;28,42;0,194;0,295;0,035;0,02;0,047779;0,224;9043,0;0,002;0,423;0,309;0,1;0,7;0,012;0,067;0,011;0,021;0,477;0,002;0,003;0,004;0,805;0,0004;0,416;0,785;0,006;0,009000000000000001;0,012;0,011;0,535;0,003;0,037000000000000005;4,2;61,3;0,4;7,0;0,1;3,0;20,8;5,6;62,8;0,5;5,4;0,08;2,8;22,3
876;6,0;109,4333333;2,1284517000000003;0,457784;0,172638;0,0399456;1628,0;1591,0;6,2427379;11877,796327200002;116,0;3,0;22,649;0,239;0,05;0,075;0,02;0,050564;0,238;5929,0;0,002;0,422;0,306;0,104;0,636;0,011;0,069;0,01;0,024;0,434;0,001;0,002;0,004;0,762;0,0003;0,417;0,7879999999999999;0,006999999999999999;0,012;0,011;0,011;0,565;0,003;0,038;5,2;55,4;0,3;12,8;0,15;2,2;25,5;7,3;58,9;0,5;8,4;0,11;2,4;24,4
877;11,0;56,21666670000001;2,9334342;0,480186;0,121988;0,0388601;1579,0;1579,0;11,318943;11980,5121799;114,6;1,0;21,179;0,158;0,05;0,08;0,02;0,04919;0,232;5328,0;0,002;0,395;0,31;0,12;0,682;0,011;0,07200000000000001;0,012;0,027000000000000003;0,469;0,002;0,003;0,003;0,772;0,0002;0,42;0,7929999999999999;0,008;0,014;0,013;0,017;0,5820000000000001;0,003;0,037000000000000005;5,1;57,9;0,5;10,4;0,11;2,3;24,8;6,0;58,9;0,5;6,7;0,06;2,7;22,0
878;24,0;47,2;3,9926698;0,364753;0,15720399999999998;0,0403745;1545,0;1576,0;11,2099576;13370,4188482;116,8;1,0;17,637;0,24;0,401;0,092;0,02;0,051107;0,211;5675,0;0,002;0,447;0,322;0,115;0,693;0,011;0,068;0,012;0,027000000000000003;0,442;0,002;0,004;0,003;0,779;0,0004;0,421;0,79;0,006999999999999999;0,014;0,014;0,021;0,5479999999999999;0,003;0,038;3,7;50,5;0,3;9,3;0,17;2,4;21,0;4,7;61,1;1,0;5,7;0,1;2,7;22,9
879;26,0;40,6833333;3,4747275;0,385614;0,144456;0,0388885;1578,0;1578,0;7,7375465;12304,1584158;114,5;1,0;10,407;0,159;0,05;0,079;0,02;0,049226;0,238;3452,0;0,002;0,449;0,305;0,121;0,638;0,011;0,075;0,008;0,027000000000000003;0,453;0,001;0,002;0,003;0,772;0,0002;0,412;0,7859999999999999;0,008;0,012;0,009000000000000001;0,019;0,569;0,003;0,037000000000000005;4,1;55,1;0,4;12,2;0,16;2,1;26,6;4,3;57,6;0,6;10,2;0,07;2,2;26,6
